phoneId,number,type,carrier
PH061988,847-555-2907,home,US Cellular
PH061989,815-555-1297,mobile,US Cellular
PH061990,217-555-8858,mobile,Sprint
PH061991,630-555-4871,mobile,US Cellular
PH061992,309-555-4547,work,Sprint
PH061993,217-555-2793,mobile,Verizon
PH061994,630-555-1713,mobile,T-Mobile
PH061995,630-555-1433,mobile,Sprint
PH061996,773-555-3942,home,Verizon
PH061997,312-555-1994,mobile,Sprint
PH061998,630-555-9589,mobile,Verizon
PH061999,815-555-1839,home,T-Mobile
PH062000,847-555-8919,mobile,US Cellular
PH062001,630-555-7690,mobile,T-Mobile
PH062002,312-555-9462,mobile,AT&T
PH062003,630-555-7607,mobile,Verizon
PH062004,847-555-5921,mobile,Sprint
PH062005,847-555-8092,home,T-Mobile
PH062006,773-555-8280,mobile,Sprint
PH062007,312-555-4070,home,AT&T
PH062008,309-555-3515,mobile,Sprint
PH062009,309-555-4762,mobile,T-Mobile
PH062010,847-555-4008,mobile,Verizon
PH062011,312-555-1730,mobile,AT&T
PH062012,217-555-3913,mobile,T-Mobile
PH062013,630-555-7181,home,US Cellular
PH062014,309-555-3717,work,T-Mobile
PH062015,630-555-3228,home,Verizon
PH062016,815-555-4597,mobile,US Cellular
PH062017,630-555-6988,mobile,Sprint
PH062018,312-555-2173,mobile,T-Mobile
PH062019,630-555-8849,mobile,T-Mobile
PH062020,630-555-6001,mobile,US Cellular
PH062021,309-555-8749,mobile,AT&T
PH062022,815-555-8291,home,AT&T
PH062023,847-555-9634,home,T-Mobile
PH062024,217-555-5603,mobile,T-Mobile
PH062025,312-555-8240,mobile,Verizon
PH062026,217-555-9946,mobile,Verizon
PH062027,630-555-2792,home,AT&T
PH062028,312-555-5889,work,Sprint
PH062029,309-555-7459,mobile,US Cellular
PH062030,312-555-3626,work,T-Mobile
PH062031,847-555-1809,mobile,T-Mobile
PH062032,217-555-8117,work,T-Mobile
PH062033,312-555-7660,mobile,US Cellular
PH062034,847-555-7517,home,T-Mobile
PH062035,847-555-8660,home,Sprint
PH062036,773-555-5216,home,AT&T
PH062037,815-555-1530,mobile,Verizon
PH062038,847-555-9814,work,Verizon
PH062039,847-555-4379,mobile,T-Mobile
PH062040,847-555-9460,mobile,US Cellular
PH062041,309-555-4360,work,US Cellular
PH062042,815-555-9124,home,US Cellular
PH062043,309-555-4560,work,T-Mobile
PH062044,309-555-1250,work,T-Mobile
PH062045,773-555-8883,mobile,US Cellular
PH062046,309-555-8588,work,T-Mobile
PH062047,312-555-3067,mobile,US Cellular
PH062048,312-555-8467,mobile,US Cellular
PH062049,312-555-5607,mobile,Sprint
PH062050,312-555-9150,mobile,T-Mobile
PH062051,773-555-4248,mobile,Verizon
PH062052,847-555-4879,mobile,Sprint
PH062053,312-555-2482,work,T-Mobile
PH062054,217-555-9526,work,T-Mobile
PH062055,815-555-3758,mobile,T-Mobile
PH062056,773-555-5517,work,Sprint
PH062057,630-555-2447,mobile,US Cellular
PH062058,217-555-3436,mobile,US Cellular
PH062059,309-555-5116,mobile,US Cellular
PH062060,309-555-4735,home,Verizon
PH062061,312-555-4658,mobile,T-Mobile
PH062062,847-555-3793,mobile,AT&T
PH062063,847-555-2710,work,Sprint
PH062064,847-555-5473,work,US Cellular
PH062065,630-555-5355,work,Sprint
PH062066,309-555-9096,work,US Cellular
PH062067,309-555-2726,mobile,US Cellular
PH062068,815-555-5493,work,T-Mobile
PH062069,312-555-7125,work,Verizon
PH062070,847-555-2285,home,Sprint
PH062071,630-555-8258,mobile,AT&T
PH062072,630-555-7301,home,AT&T
PH062073,847-555-4112,mobile,Sprint
PH062074,847-555-4120,work,AT&T
PH062075,847-555-8581,work,T-Mobile
PH062076,847-555-2480,mobile,T-Mobile
PH062077,630-555-6596,mobile,T-Mobile
PH062078,773-555-7790,mobile,Verizon
PH062079,312-555-9497,mobile,T-Mobile
PH062080,630-555-6903,work,US Cellular
PH062081,312-555-2509,home,Sprint
PH062082,815-555-7874,home,AT&T
PH062083,217-555-2464,home,T-Mobile
PH062084,847-555-8164,work,T-Mobile
PH062085,773-555-9850,mobile,T-Mobile
PH062086,773-555-2173,mobile,T-Mobile
PH062087,309-555-5848,mobile,US Cellular
PH062088,312-555-6133,mobile,AT&T
PH062089,773-555-4006,mobile,US Cellular
PH062090,630-555-3237,work,Sprint
PH062091,217-555-5930,work,US Cellular
PH062092,630-555-8432,mobile,AT&T
PH062093,312-555-9595,home,Sprint
PH062094,312-555-4925,work,US Cellular
PH062095,773-555-5573,mobile,US Cellular
PH062096,847-555-6990,mobile,Verizon
PH062097,773-555-2997,mobile,T-Mobile
PH062098,773-555-9625,mobile,Sprint
PH062099,312-555-1597,mobile,Sprint
PH062100,815-555-5713,mobile,Verizon
PH062101,815-555-8428,mobile,AT&T
PH062102,217-555-1787,mobile,Sprint
PH062103,815-555-8506,mobile,US Cellular
PH062104,815-555-3463,work,Sprint
PH062105,773-555-4016,mobile,T-Mobile
PH062106,773-555-8278,mobile,Verizon
PH062107,847-555-3366,home,Verizon
PH062108,309-555-4316,work,US Cellular
PH062109,309-555-5278,mobile,T-Mobile
PH062110,630-555-1132,mobile,AT&T
PH062111,630-555-5827,work,Verizon
PH062112,847-555-5266,mobile,AT&T
PH062113,773-555-9938,mobile,US Cellular
PH062114,217-555-5976,home,Sprint
PH062115,815-555-1080,mobile,AT&T
PH062116,630-555-1614,work,AT&T
PH062117,217-555-4640,mobile,AT&T
PH062118,773-555-6354,mobile,US Cellular
PH062119,773-555-8200,work,US Cellular
PH062120,630-555-3639,mobile,Sprint
PH062121,773-555-8863,home,Verizon
PH062122,773-555-8998,mobile,US Cellular
PH062123,847-555-8990,home,AT&T
PH062124,773-555-1526,mobile,T-Mobile
PH062125,630-555-6771,mobile,T-Mobile
PH062126,309-555-9511,mobile,T-Mobile
PH062127,630-555-9561,mobile,Sprint
PH062128,217-555-5448,mobile,AT&T
PH062129,773-555-2712,mobile,T-Mobile
PH062130,217-555-9050,mobile,Sprint
PH062131,847-555-5109,mobile,Verizon
PH062132,815-555-9372,mobile,AT&T
PH062133,847-555-4246,mobile,T-Mobile
PH062134,630-555-6018,work,Sprint
PH062135,630-555-2122,work,Verizon
PH062136,630-555-8119,mobile,Sprint
PH062137,309-555-1306,mobile,Sprint
PH062138,773-555-1443,work,Sprint
PH062139,847-555-5912,home,T-Mobile
PH062140,312-555-5552,work,Sprint
PH062141,312-555-4478,mobile,US Cellular
PH062142,217-555-2153,home,T-Mobile
PH062143,847-555-2011,work,AT&T
PH062144,847-555-5250,mobile,Sprint
PH062145,773-555-2199,mobile,Verizon
PH062146,312-555-3426,work,T-Mobile
PH062147,815-555-9472,work,AT&T
PH062148,309-555-7656,mobile,T-Mobile
PH062149,309-555-5083,work,Verizon
PH062150,630-555-7847,mobile,AT&T
PH062151,217-555-3306,mobile,T-Mobile
PH062152,309-555-4003,mobile,AT&T
PH062153,630-555-1130,work,Sprint
PH062154,309-555-5893,mobile,US Cellular
PH062155,217-555-1421,mobile,Verizon
PH062156,217-555-9451,mobile,Verizon
PH062157,847-555-6562,mobile,T-Mobile
PH062158,847-555-4488,home,US Cellular
PH062159,312-555-5725,mobile,Sprint
PH062160,847-555-5512,mobile,Sprint
PH062161,630-555-5747,mobile,US Cellular
PH062162,217-555-2607,work,Sprint
PH062163,309-555-2794,work,Sprint
PH062164,312-555-2960,mobile,T-Mobile
PH062165,217-555-9576,home,US Cellular
PH062166,309-555-9291,mobile,AT&T
PH062167,815-555-3093,mobile,US Cellular
PH062168,847-555-1669,home,Verizon
PH062169,217-555-4951,mobile,T-Mobile
PH062170,773-555-4767,mobile,Sprint
PH062171,309-555-3861,mobile,Sprint
PH062172,312-555-3215,work,US Cellular
PH062173,815-555-1361,mobile,Sprint
PH062174,312-555-6418,mobile,AT&T
PH062175,217-555-1103,mobile,US Cellular
PH062176,773-555-2672,mobile,T-Mobile
PH062177,773-555-1923,mobile,T-Mobile
PH062178,630-555-7428,work,Sprint
PH062179,815-555-2626,home,Verizon
PH062180,217-555-9605,mobile,Sprint
PH062181,815-555-6254,mobile,Sprint
PH062182,773-555-7086,home,T-Mobile
PH062183,815-555-5509,mobile,Verizon
PH062184,630-555-2104,home,T-Mobile
PH062185,630-555-6778,home,AT&T
PH062186,312-555-8090,mobile,AT&T
PH062187,815-555-3503,home,Sprint
PH062188,773-555-8161,mobile,Verizon
PH062189,312-555-6502,home,Sprint
PH062190,815-555-2232,home,US Cellular
PH062191,217-555-8037,mobile,Verizon
PH062192,815-555-8751,mobile,US Cellular
PH062193,773-555-2903,mobile,T-Mobile
PH062194,815-555-1808,mobile,US Cellular
PH062195,312-555-3846,mobile,US Cellular
PH062196,309-555-3649,work,Sprint
PH062197,815-555-5420,home,Sprint
PH062198,847-555-7540,home,T-Mobile
PH062199,217-555-4049,home,Verizon
PH062200,217-555-1427,mobile,AT&T
PH062201,309-555-6542,mobile,T-Mobile
PH062202,815-555-4670,mobile,T-Mobile
PH062203,773-555-7841,mobile,US Cellular
PH062204,630-555-2281,mobile,Verizon
PH062205,217-555-4881,mobile,AT&T
PH062206,217-555-5942,mobile,Sprint
PH062207,847-555-6257,mobile,Sprint
PH062208,815-555-8928,home,US Cellular
PH062209,312-555-5323,home,AT&T
PH062210,815-555-2569,mobile,Sprint
PH062211,847-555-3465,mobile,Verizon
PH062212,847-555-3792,mobile,Verizon
PH062213,847-555-3341,mobile,Sprint
PH062214,309-555-3903,mobile,T-Mobile
PH062215,773-555-7479,mobile,Sprint
PH062216,217-555-8453,mobile,US Cellular
PH062217,309-555-6715,mobile,Sprint
PH062218,815-555-4394,work,US Cellular
PH062219,312-555-9771,mobile,T-Mobile
PH062220,312-555-6141,mobile,Verizon
PH062221,217-555-1862,mobile,US Cellular
PH062222,815-555-6273,mobile,AT&T
PH062223,630-555-5812,home,US Cellular
PH062224,815-555-3878,work,T-Mobile
PH062225,630-555-6044,mobile,Verizon
PH062226,630-555-5637,home,AT&T
PH062227,815-555-8625,home,Sprint
PH062228,773-555-6310,mobile,US Cellular
PH062229,847-555-1012,mobile,Sprint
PH062230,847-555-5337,work,T-Mobile
PH062231,309-555-2665,mobile,T-Mobile
PH062232,630-555-7172,home,T-Mobile
PH062233,217-555-5306,work,US Cellular
PH062234,773-555-7986,home,US Cellular
PH062235,217-555-3922,home,Verizon
PH062236,773-555-2343,mobile,AT&T
PH062237,815-555-9802,work,Sprint
PH062238,847-555-2983,mobile,AT&T
PH062239,312-555-5578,work,T-Mobile
PH062240,847-555-6336,mobile,Sprint
PH062241,312-555-8819,mobile,Verizon
PH062242,630-555-9537,work,Sprint
PH062243,309-555-5807,mobile,Verizon
PH062244,217-555-6962,mobile,US Cellular
PH062245,309-555-3568,mobile,Verizon
PH062246,815-555-8414,home,AT&T
PH062247,773-555-2692,mobile,Sprint
PH062248,217-555-7279,work,Sprint
PH062249,630-555-9232,mobile,AT&T
PH062250,773-555-4033,mobile,Verizon
PH062251,309-555-7628,mobile,Sprint
PH062252,312-555-6777,mobile,AT&T
PH062253,309-555-6297,mobile,Sprint
PH062254,847-555-5729,mobile,AT&T
PH062255,847-555-9315,work,US Cellular
PH062256,312-555-9903,mobile,Sprint
PH062257,847-555-6850,mobile,Verizon
PH062258,309-555-4419,home,US Cellular
PH062259,217-555-2694,mobile,Sprint
PH062260,217-555-9267,mobile,T-Mobile
PH062261,630-555-7528,mobile,Verizon
PH062262,217-555-5965,mobile,T-Mobile
PH062263,309-555-9911,home,AT&T
PH062264,217-555-3426,mobile,US Cellular
PH062265,773-555-4980,mobile,Verizon
PH062266,309-555-2599,mobile,T-Mobile
PH062267,630-555-2135,work,T-Mobile
PH062268,773-555-2876,work,T-Mobile
PH062269,309-555-1978,mobile,Sprint
PH062270,630-555-3205,home,US Cellular
PH062271,309-555-3527,home,Verizon
PH062272,309-555-1085,mobile,T-Mobile
PH062273,217-555-6769,mobile,Sprint
PH062274,217-555-3222,mobile,Sprint
PH062275,630-555-4582,mobile,Verizon
PH062276,815-555-6459,home,Verizon
PH062277,630-555-9715,work,US Cellular
PH062278,217-555-4701,home,Verizon
PH062279,773-555-3408,mobile,Sprint
PH062280,815-555-3293,work,Verizon
PH062281,815-555-2817,mobile,US Cellular
PH062282,847-555-7541,mobile,Verizon
PH062283,815-555-5490,mobile,AT&T
PH062284,309-555-5182,mobile,Sprint
PH062285,773-555-6957,work,Verizon
PH062286,847-555-3464,mobile,T-Mobile
PH062287,630-555-1595,mobile,Verizon
PH062288,312-555-2074,mobile,Verizon
PH062289,309-555-7665,mobile,Verizon
PH062290,312-555-9666,mobile,US Cellular
PH062291,630-555-6108,mobile,AT&T
PH062292,630-555-2224,home,T-Mobile
PH062293,815-555-2980,work,Verizon
PH062294,630-555-7887,home,T-Mobile
PH062295,309-555-2776,mobile,T-Mobile
PH062296,815-555-6323,mobile,Verizon
PH062297,309-555-3935,mobile,T-Mobile
PH062298,847-555-9908,home,Verizon
PH062299,773-555-1176,mobile,US Cellular
PH062300,847-555-7855,home,Verizon
PH062301,773-555-2619,mobile,US Cellular
PH062302,815-555-1379,mobile,Sprint
PH062303,773-555-6588,work,T-Mobile
PH062304,630-555-3063,mobile,Sprint
PH062305,815-555-5496,work,T-Mobile
PH062306,217-555-6877,mobile,T-Mobile
PH062307,773-555-8536,mobile,US Cellular
PH062308,309-555-3461,mobile,Verizon
PH062309,312-555-6420,mobile,T-Mobile
PH062310,309-555-4370,work,Sprint
PH062311,630-555-5780,work,AT&T
PH062312,630-555-1994,home,Sprint
PH062313,815-555-6913,mobile,AT&T
PH062314,815-555-9392,home,Verizon
PH062315,312-555-9215,home,T-Mobile
PH062316,217-555-9464,mobile,T-Mobile
PH062317,773-555-5210,home,US Cellular
PH062318,630-555-5836,work,AT&T
PH062319,773-555-2599,home,Verizon
PH062320,309-555-6646,mobile,Verizon
PH062321,217-555-1899,mobile,US Cellular
PH062322,309-555-4608,work,AT&T
PH062323,815-555-5453,work,AT&T
PH062324,312-555-7589,mobile,US Cellular
PH062325,847-555-8526,mobile,Verizon
PH062326,217-555-2126,mobile,AT&T
PH062327,312-555-5770,mobile,Verizon
PH062328,773-555-9119,home,AT&T
PH062329,630-555-8431,work,Sprint
PH062330,312-555-3709,work,AT&T
PH062331,312-555-4152,mobile,Sprint
PH062332,630-555-1936,mobile,AT&T
PH062333,773-555-7232,work,T-Mobile
PH062334,815-555-3458,mobile,US Cellular
PH062335,847-555-8712,mobile,US Cellular
PH062336,773-555-9393,mobile,Verizon
PH062337,847-555-5829,home,T-Mobile
PH062338,815-555-9868,home,T-Mobile
PH062339,312-555-3571,home,Sprint
PH062340,309-555-5073,mobile,Sprint
PH062341,309-555-6835,mobile,US Cellular
PH062342,847-555-8120,mobile,T-Mobile
PH062343,309-555-1666,mobile,Verizon
PH062344,773-555-6585,home,Sprint
PH062345,630-555-7597,work,Sprint
PH062346,630-555-5351,home,US Cellular
PH062347,217-555-8288,mobile,Sprint
PH062348,630-555-2237,work,AT&T
PH062349,217-555-2849,mobile,Verizon
PH062350,773-555-8595,mobile,Verizon
PH062351,847-555-7965,mobile,Sprint
PH062352,217-555-5945,home,T-Mobile
PH062353,312-555-8586,mobile,US Cellular
PH062354,847-555-6934,work,T-Mobile
PH062355,312-555-4025,mobile,US Cellular
PH062356,630-555-7921,mobile,Sprint
PH062357,312-555-2250,home,Sprint
PH062358,815-555-4455,mobile,AT&T
PH062359,312-555-7781,mobile,Verizon
PH062360,630-555-6507,mobile,US Cellular
PH062361,630-555-2186,mobile,AT&T
PH062362,309-555-8796,mobile,Sprint
PH062363,847-555-8211,work,AT&T
PH062364,847-555-2445,home,AT&T
PH062365,312-555-5109,mobile,T-Mobile
PH062366,217-555-9168,mobile,US Cellular
PH062367,773-555-1795,home,Verizon
PH062368,630-555-4486,work,Sprint
PH062369,309-555-4620,mobile,Verizon
PH062370,309-555-7202,work,T-Mobile
PH062371,847-555-4860,mobile,Verizon
PH062372,630-555-1126,home,T-Mobile
PH062373,217-555-9352,mobile,Sprint
PH062374,309-555-8724,mobile,Sprint
PH062375,309-555-8378,mobile,AT&T
PH062376,773-555-9771,home,Sprint
PH062377,217-555-1704,work,AT&T
PH062378,847-555-5882,mobile,US Cellular
PH062379,847-555-2357,work,AT&T
PH062380,630-555-8952,mobile,T-Mobile
PH062381,630-555-1284,work,Verizon
PH062382,309-555-5248,work,Sprint
PH062383,217-555-4993,mobile,Sprint
PH062384,815-555-7723,work,T-Mobile
PH062385,309-555-5598,mobile,US Cellular
PH062386,815-555-8870,mobile,Sprint
PH062387,312-555-8770,mobile,AT&T
PH062388,847-555-8173,mobile,Verizon
PH062389,773-555-8342,home,T-Mobile
PH062390,217-555-6542,mobile,T-Mobile
PH062391,217-555-3846,home,AT&T
PH062392,773-555-8101,home,AT&T
PH062393,630-555-9105,work,Verizon
PH062394,312-555-8891,mobile,AT&T
PH062395,773-555-6961,mobile,AT&T
PH062396,815-555-5046,mobile,US Cellular
PH062397,847-555-1207,mobile,Sprint
PH062398,815-555-7310,home,US Cellular
PH062399,773-555-2726,home,AT&T
PH062400,773-555-5157,work,US Cellular
PH062401,815-555-1770,mobile,T-Mobile
PH062402,312-555-7309,home,AT&T
PH062403,847-555-7978,mobile,AT&T
PH062404,309-555-7471,mobile,US Cellular
PH062405,312-555-4654,mobile,AT&T
PH062406,847-555-5197,home,Sprint
PH062407,815-555-8954,work,Verizon
PH062408,312-555-5844,mobile,Verizon
PH062409,217-555-2778,work,US Cellular
PH062410,630-555-1162,home,AT&T
PH062411,217-555-1439,mobile,Verizon
PH062412,630-555-3934,mobile,Sprint
PH062413,847-555-4133,home,Verizon
PH062414,630-555-1343,mobile,Verizon
PH062415,309-555-8034,work,Sprint
PH062416,630-555-6194,mobile,US Cellular
PH062417,847-555-9674,work,T-Mobile
PH062418,773-555-8538,home,AT&T
PH062419,217-555-6226,mobile,Sprint
PH062420,309-555-5594,work,AT&T
PH062421,217-555-3743,mobile,AT&T
PH062422,847-555-2073,home,AT&T
PH062423,630-555-6500,mobile,AT&T
PH062424,309-555-9024,mobile,US Cellular
PH062425,312-555-7881,mobile,T-Mobile
PH062426,630-555-2780,mobile,US Cellular
PH062427,309-555-3072,mobile,T-Mobile
PH062428,773-555-3753,mobile,Verizon
PH062429,630-555-8565,mobile,US Cellular
PH062430,630-555-4026,mobile,AT&T
PH062431,847-555-1530,mobile,T-Mobile
PH062432,773-555-8665,home,Verizon
PH062433,773-555-9602,mobile,T-Mobile
PH062434,847-555-5831,mobile,Verizon
PH062435,630-555-9787,home,US Cellular
PH062436,312-555-3765,mobile,US Cellular
PH062437,773-555-3912,mobile,AT&T
PH062438,309-555-4312,work,Sprint
PH062439,630-555-8767,mobile,AT&T
PH062440,217-555-3491,work,Sprint
PH062441,815-555-6184,mobile,T-Mobile
PH062442,309-555-6160,mobile,Sprint
PH062443,630-555-8584,work,T-Mobile
PH062444,217-555-4634,mobile,US Cellular
PH062445,312-555-9737,mobile,Verizon
PH062446,630-555-6365,work,Sprint
PH062447,847-555-4179,work,Verizon
PH062448,847-555-2872,mobile,Verizon
PH062449,217-555-6982,mobile,T-Mobile
PH062450,630-555-1836,mobile,Verizon
PH062451,815-555-7998,mobile,T-Mobile
PH062452,312-555-9961,home,Sprint
PH062453,847-555-8904,work,T-Mobile
PH062454,312-555-9531,mobile,Verizon
PH062455,630-555-2820,home,AT&T
PH062456,847-555-9949,mobile,US Cellular
PH062457,312-555-1744,home,Verizon
PH062458,847-555-8837,mobile,T-Mobile
PH062459,217-555-8461,mobile,AT&T
PH062460,312-555-8461,home,Verizon
PH062461,815-555-8497,work,T-Mobile
PH062462,217-555-7356,home,Verizon
PH062463,630-555-3186,mobile,Sprint
PH062464,847-555-4956,mobile,AT&T
PH062465,847-555-6866,home,AT&T
PH062466,847-555-5720,mobile,Verizon
PH062467,847-555-4368,mobile,AT&T
PH062468,815-555-1944,mobile,AT&T
PH062469,773-555-5146,work,US Cellular
PH062470,815-555-5154,mobile,US Cellular
PH062471,815-555-5732,mobile,Sprint
PH062472,309-555-8542,mobile,Sprint
PH062473,217-555-4763,mobile,Verizon
PH062474,773-555-5903,work,AT&T
PH062475,815-555-8303,work,US Cellular
PH062476,773-555-9748,mobile,AT&T
PH062477,312-555-2125,home,US Cellular
PH062478,815-555-2214,mobile,T-Mobile
PH062479,815-555-6158,mobile,US Cellular
PH062480,773-555-3171,mobile,Sprint
PH062481,815-555-7144,home,Sprint
PH062482,309-555-2445,home,Verizon
PH062483,312-555-4708,work,US Cellular
PH062484,773-555-9008,work,US Cellular
PH062485,217-555-9807,work,US Cellular
PH062486,815-555-6369,mobile,AT&T
PH062487,217-555-1498,work,T-Mobile
PH062488,630-555-7684,mobile,AT&T
PH062489,217-555-1157,mobile,T-Mobile
PH062490,815-555-9680,mobile,US Cellular
PH062491,847-555-7228,work,US Cellular
PH062492,309-555-1676,mobile,Verizon
PH062493,815-555-5839,mobile,US Cellular
PH062494,847-555-9235,work,Verizon
PH062495,309-555-1265,mobile,T-Mobile
PH062496,847-555-7391,work,Verizon
PH062497,773-555-8238,mobile,Sprint
PH062498,312-555-6229,work,AT&T
PH062499,815-555-8523,mobile,T-Mobile
PH062500,309-555-2989,mobile,Verizon
PH062501,312-555-1049,work,Verizon
PH062502,217-555-9961,mobile,T-Mobile
PH062503,217-555-1633,mobile,US Cellular
PH062504,847-555-5111,work,Verizon
PH062505,815-555-8226,mobile,Sprint
PH062506,312-555-6536,mobile,US Cellular
PH062507,312-555-8991,mobile,Verizon
PH062508,217-555-4660,mobile,Verizon
PH062509,847-555-2266,mobile,Sprint
PH062510,815-555-7600,mobile,US Cellular
PH062511,312-555-5860,mobile,Sprint
PH062512,630-555-4361,home,Verizon
PH062513,815-555-7933,home,T-Mobile
PH062514,815-555-4380,mobile,Verizon
PH062515,217-555-2333,home,AT&T
PH062516,309-555-7609,home,T-Mobile
PH062517,312-555-6764,mobile,US Cellular
PH062518,630-555-3194,mobile,Sprint
PH062519,630-555-1929,home,T-Mobile
