person1Ssn,person2Ssn,type,since
933-25-2006,782-50-2463,undisclosed,2021-11-15
509-49-4789,164-69-9584,undisclosed,2018-05-03
695-20-6928,477-96-7742,undisclosed,2020-01-25
850-26-6510,439-65-6248,undisclosed,2022-03-16
934-53-9398,906-36-3662,undisclosed,2021-06-08
689-19-6095,877-33-7233,undisclosed,2018-03-08
393-21-2611,920-37-4909,undisclosed,2021-03-14
770-26-2394,858-96-1160,undisclosed,2022-03-12
479-89-7739,273-36-4844,undisclosed,2022-08-17
776-39-9099,577-26-8047,undisclosed,2018-12-05
346-66-5633,737-90-7764,undisclosed,2018-03-05
461-57-9705,109-23-9639,undisclosed,2019-02-04
558-84-3219,269-56-6138,undisclosed,2022-04-18
630-64-2593,461-60-6066,undisclosed,2020-06-07
878-56-1923,603-76-1911,undisclosed,2018-02-05
904-40-8239,812-71-5746,undisclosed,2020-11-16
929-22-6814,455-83-6244,undisclosed,2021-06-06
837-88-8879,458-85-8818,undisclosed,2021-05-14
585-99-2860,778-34-6836,undisclosed,2020-11-19
352-57-6862,831-66-6627,undisclosed,2020-02-28
786-43-9210,806-84-3310,undisclosed,2022-11-20
126-81-8966,160-66-1054,undisclosed,2019-07-30
911-94-3353,655-35-3645,undisclosed,2018-10-30
396-56-1032,860-42-2402,undisclosed,2018-02-11
791-40-4592,122-33-1441,undisclosed,2019-11-24
541-90-2907,171-28-9419,undisclosed,2018-07-21
366-19-1161,192-26-2610,undisclosed,2018-02-06
452-26-4102,601-19-2023,undisclosed,2020-12-16
422-10-2519,815-40-6794,undisclosed,2020-06-06
992-24-8192,707-14-5742,undisclosed,2020-05-29
335-53-8853,505-49-4723,undisclosed,2018-01-24
530-97-9696,526-28-9717,undisclosed,2018-02-19
681-73-7387,745-84-8367,undisclosed,2019-06-22
699-68-7983,792-54-3347,undisclosed,2020-03-16
844-71-2476,755-93-7932,undisclosed,2019-10-20
337-42-8377,275-86-2882,undisclosed,2019-03-04
921-56-9463,175-77-6716,undisclosed,2018-10-10
359-57-6418,746-11-9831,undisclosed,2019-07-07
321-27-6324,514-57-3328,undisclosed,2018-10-06
857-38-9624,469-82-9149,undisclosed,2020-01-17
249-21-7196,520-37-1875,undisclosed,2018-12-14
277-93-2646,918-69-9417,undisclosed,2022-02-22
243-22-7185,325-43-6357,undisclosed,2021-02-21
826-39-1226,805-88-7490,undisclosed,2019-01-06
256-59-7611,449-50-6884,undisclosed,2021-02-08
967-88-1304,190-61-4856,undisclosed,2021-01-08
227-96-3734,314-52-7818,undisclosed,2020-11-28
996-68-1991,849-68-6174,undisclosed,2018-07-06
113-12-6666,212-66-9147,undisclosed,2018-08-10
118-12-1154,549-58-7743,undisclosed,2019-08-02
330-15-3716,836-55-4345,undisclosed,2021-08-20
127-87-3153,820-79-5939,undisclosed,2021-03-02
401-92-3999,714-69-5071,undisclosed,2020-04-19
253-26-9817,895-40-2663,undisclosed,2018-07-02
178-77-6219,590-23-2670,undisclosed,2020-10-06
929-40-7979,235-47-9502,undisclosed,2022-08-11
862-37-2580,824-17-8386,undisclosed,2022-07-05
513-71-4723,232-13-6802,undisclosed,2021-06-30
540-36-7042,455-42-7342,undisclosed,2020-05-07
772-48-9019,365-48-3149,undisclosed,2021-04-18
930-60-9731,512-71-3012,undisclosed,2018-03-08
841-54-4633,265-76-6627,undisclosed,2021-01-21
533-83-5805,983-66-5531,undisclosed,2021-07-01
364-50-4884,139-65-2266,undisclosed,2019-03-22
306-59-4507,755-87-6427,undisclosed,2020-06-26
264-68-5015,654-50-5641,undisclosed,2020-04-05
840-14-2804,348-87-2159,undisclosed,2020-09-13
793-25-6379,218-82-9299,undisclosed,2021-12-06
839-72-9065,831-28-7801,undisclosed,2022-01-06
827-26-4539,458-92-5179,undisclosed,2021-10-01
198-25-4629,236-25-4134,undisclosed,2020-04-15
140-40-3896,858-91-3821,undisclosed,2021-01-31
578-87-2204,655-65-2222,undisclosed,2021-04-14
478-81-5534,447-97-7507,undisclosed,2022-11-30
684-55-9876,464-48-8690,undisclosed,2018-07-07
565-20-8721,688-96-5359,undisclosed,2020-06-19
420-38-5073,872-72-3243,undisclosed,2019-04-23
270-43-4990,836-74-3788,undisclosed,2021-04-07
958-46-3840,723-80-8365,undisclosed,2022-11-28
370-70-4481,746-17-5660,undisclosed,2021-12-17
358-42-9230,109-20-7485,undisclosed,2018-09-22
491-85-8783,405-67-4035,undisclosed,2021-07-09
906-10-5263,525-22-5197,undisclosed,2021-01-31
144-79-6526,478-88-1560,undisclosed,2022-03-25
928-80-5235,582-27-6723,undisclosed,2018-03-27
957-79-9777,462-38-9789,undisclosed,2018-12-29
793-46-4742,757-54-8057,undisclosed,2020-07-03
983-28-4855,793-11-9969,undisclosed,2020-11-24
649-66-1154,137-77-5116,undisclosed,2018-04-25
599-94-7825,719-89-9716,undisclosed,2019-09-05
951-12-3940,242-42-3802,undisclosed,2018-07-08
287-39-7378,567-52-5463,undisclosed,2018-12-06
567-33-5549,106-25-2962,undisclosed,2021-05-21
403-28-3851,235-39-3956,undisclosed,2018-05-09
357-38-3889,222-47-7003,undisclosed,2021-11-06
436-50-3359,421-42-2614,undisclosed,2022-08-02
951-99-1870,566-41-6787,undisclosed,2021-05-24
663-75-7513,136-57-3026,undisclosed,2018-03-30
914-60-2418,430-75-7259,undisclosed,2019-10-22
131-30-5085,436-56-5190,undisclosed,2019-10-30
511-46-9109,235-56-1195,undisclosed,2018-10-31
414-42-4562,173-66-8208,undisclosed,2019-05-11
644-78-6915,668-60-6056,undisclosed,2022-02-05
545-68-9223,389-33-7612,undisclosed,2018-06-20
545-91-7319,694-47-6477,undisclosed,2019-08-22
369-15-2032,315-28-2486,undisclosed,2020-12-13
864-72-7987,116-26-4002,undisclosed,2019-03-07
836-78-5668,530-25-3441,undisclosed,2021-05-06
505-95-8268,463-90-5572,undisclosed,2021-06-26
648-32-3658,354-22-8060,undisclosed,2018-10-27
160-90-1566,869-80-3704,undisclosed,2021-02-06
192-74-8162,885-91-4277,undisclosed,2021-10-10
300-55-8429,279-35-7003,undisclosed,2022-10-10
892-48-5317,909-77-4316,undisclosed,2021-08-12
871-86-8282,301-37-1085,undisclosed,2022-04-12
459-42-5883,559-34-2737,undisclosed,2022-12-08
476-98-2047,397-51-8646,undisclosed,2019-09-05
836-21-7753,883-41-8514,undisclosed,2019-02-21
550-89-4407,643-40-7373,undisclosed,2019-10-28
508-97-7517,795-52-8590,undisclosed,2022-03-07
771-75-2527,217-66-2573,undisclosed,2022-02-18
241-54-6995,758-45-6996,undisclosed,2019-10-15
512-10-5102,545-91-2852,undisclosed,2018-03-08
689-76-8257,958-77-9784,undisclosed,2021-01-03
174-54-7125,974-24-1718,undisclosed,2022-06-12
385-74-7194,902-99-5365,undisclosed,2020-01-25
753-29-9879,193-32-1581,undisclosed,2018-05-02
759-39-7075,226-50-8190,undisclosed,2020-12-18
232-88-6937,526-18-1377,undisclosed,2021-01-31
435-95-2473,314-23-7600,undisclosed,2021-01-10
285-97-9889,132-73-8009,undisclosed,2020-09-07
485-22-1727,776-13-8126,undisclosed,2020-05-07
936-25-8015,357-58-9492,undisclosed,2020-06-10
155-38-8198,685-54-7999,undisclosed,2022-04-19
685-30-5546,727-74-3834,undisclosed,2019-02-09
544-34-3953,353-25-1604,undisclosed,2021-12-18
987-16-1751,843-70-2755,undisclosed,2020-11-05
928-81-8882,251-85-8605,undisclosed,2018-09-08
594-66-5835,419-10-9646,undisclosed,2021-08-09
747-96-7912,501-78-2087,undisclosed,2019-09-07
305-99-7714,453-82-3500,undisclosed,2018-10-08
710-96-5143,818-29-8481,undisclosed,2020-05-08
973-20-5663,438-43-7041,undisclosed,2020-09-21
360-88-9798,538-43-2959,undisclosed,2021-12-19
497-82-2566,357-33-3818,undisclosed,2019-04-22
606-31-9605,805-54-8371,undisclosed,2021-09-13
214-10-7994,669-71-5968,undisclosed,2018-01-14
402-67-5180,585-43-9959,undisclosed,2019-04-11
485-10-5416,839-19-5185,undisclosed,2020-01-29
515-88-4368,212-42-4189,undisclosed,2019-01-17
946-29-6521,374-40-3904,undisclosed,2020-06-30
998-71-5656,325-19-9026,undisclosed,2018-05-11
619-89-2573,177-60-2357,undisclosed,2018-05-17
186-89-4730,475-93-7060,undisclosed,2022-08-21
381-96-6400,853-82-2181,undisclosed,2020-11-04
643-48-1786,238-65-7148,undisclosed,2018-08-02
431-31-5823,706-81-5612,undisclosed,2019-06-24
477-94-9477,269-41-6467,undisclosed,2018-10-13
522-87-4019,760-60-8935,undisclosed,2020-01-08
647-68-9680,933-76-3589,undisclosed,2019-02-03
761-11-2833,234-16-5119,undisclosed,2021-02-06
128-45-4975,717-51-5001,undisclosed,2020-10-15
614-96-1115,561-23-1552,undisclosed,2022-11-14
108-49-8080,156-31-3876,undisclosed,2019-01-01
640-78-7295,109-94-5227,undisclosed,2022-03-14
205-29-6584,729-64-1580,undisclosed,2020-03-28
438-22-7991,344-86-5306,undisclosed,2018-06-12
307-46-6274,143-85-9650,undisclosed,2022-12-21
459-86-1839,322-23-3899,undisclosed,2021-12-08
182-55-7161,576-13-2927,undisclosed,2022-02-09
830-97-8490,346-81-9315,undisclosed,2019-12-27
944-46-1396,685-17-4786,undisclosed,2020-10-09
414-77-3207,952-19-6027,undisclosed,2019-09-23
151-32-8510,463-10-7414,undisclosed,2022-07-27
239-63-3103,894-28-4287,undisclosed,2022-10-29
351-55-5515,638-31-6851,undisclosed,2020-02-06
213-95-9162,786-60-5734,undisclosed,2019-01-16
517-19-4853,136-70-8248,undisclosed,2022-01-26
415-70-7658,109-73-1457,undisclosed,2022-06-02
283-56-6469,384-93-3477,undisclosed,2022-09-02
659-33-3505,708-92-9265,undisclosed,2022-08-15
682-70-1355,830-51-8884,undisclosed,2022-06-05
834-98-1876,774-44-6717,undisclosed,2018-05-31
229-12-1944,959-68-7462,undisclosed,2020-08-14
791-56-2868,259-88-6829,undisclosed,2019-02-06
793-69-4176,494-55-5714,undisclosed,2021-05-19
831-69-1332,424-83-2147,undisclosed,2020-09-20
427-65-3387,176-19-6737,undisclosed,2018-12-07
398-87-5354,255-47-1060,undisclosed,2022-10-16
167-33-1273,578-59-3702,undisclosed,2018-01-11
826-77-6054,358-74-1588,undisclosed,2019-02-25
393-72-7386,432-61-2841,undisclosed,2020-08-11
801-58-5502,302-52-9806,undisclosed,2018-03-21
200-42-6316,648-49-8909,undisclosed,2019-10-10
815-62-9766,786-55-3605,undisclosed,2019-11-13
452-42-7759,246-38-7650,undisclosed,2021-03-16
856-13-2886,260-81-2736,undisclosed,2018-07-11
873-49-2593,504-92-5626,undisclosed,2019-07-04
684-26-4748,827-66-4965,undisclosed,2018-05-17
853-94-3211,812-39-2813,undisclosed,2018-08-06
910-29-2210,859-53-5885,undisclosed,2018-01-23
677-25-3601,235-41-4290,undisclosed,2019-09-12
133-60-1844,486-32-2300,undisclosed,2019-12-18
455-54-4966,216-44-6530,undisclosed,2021-03-20
431-23-6175,577-43-5918,undisclosed,2022-08-03
649-99-5429,791-42-2043,undisclosed,2018-12-21
351-54-1708,978-14-2248,undisclosed,2020-02-10
802-20-1198,607-31-1136,undisclosed,2022-01-29
166-14-6230,168-26-4991,undisclosed,2022-07-19
334-16-6288,953-83-6049,undisclosed,2020-12-27
722-74-6445,394-51-9826,undisclosed,2019-09-21
953-31-7222,924-66-1197,undisclosed,2021-10-01
180-67-8219,881-99-7791,undisclosed,2021-03-07
379-60-8490,719-16-8607,undisclosed,2022-10-14
968-28-4939,254-94-1089,undisclosed,2022-07-11
217-94-1543,827-73-1306,undisclosed,2021-09-15
771-62-2037,448-63-6281,undisclosed,2019-05-23
361-48-7703,580-13-7882,undisclosed,2019-04-05
162-59-4036,620-94-3200,undisclosed,2018-03-22
522-37-9277,523-26-8501,undisclosed,2022-09-23
702-23-2438,687-43-5660,undisclosed,2018-10-14
578-37-2298,799-75-7966,undisclosed,2022-04-02
435-86-3859,173-88-5768,undisclosed,2022-10-30
167-92-8130,863-42-4864,undisclosed,2020-12-13
705-90-5695,798-18-6981,undisclosed,2020-10-10
219-69-9393,150-38-1747,undisclosed,2019-01-26
354-36-2334,542-81-5153,undisclosed,2018-07-14
958-42-7552,142-73-4819,undisclosed,2018-12-24
129-79-6467,812-86-4292,undisclosed,2019-07-06
857-58-7133,171-83-3613,undisclosed,2018-04-11
306-43-5619,608-13-8321,undisclosed,2021-04-22
802-91-2864,675-78-3096,undisclosed,2020-09-18
276-73-9326,118-38-3648,undisclosed,2022-05-26
977-27-2291,352-57-2647,undisclosed,2019-12-31
102-17-5617,867-15-8865,undisclosed,2022-12-07
938-27-9282,171-65-8278,undisclosed,2020-06-08
881-53-3471,301-40-3987,undisclosed,2020-05-12
954-67-6038,526-23-7805,undisclosed,2019-02-18
212-77-1626,854-20-9697,undisclosed,2018-12-19
154-16-4786,589-32-9258,undisclosed,2022-11-17
741-39-2425,148-90-5956,undisclosed,2022-10-20
647-96-5524,817-94-6998,undisclosed,2019-07-27
242-12-9993,572-10-7563,undisclosed,2020-11-18
221-53-2029,417-45-2903,undisclosed,2021-07-05
634-14-7377,653-22-6605,undisclosed,2021-04-24
319-77-6746,598-27-6403,undisclosed,2018-11-01
534-96-2675,999-20-3277,undisclosed,2019-08-05
921-64-4489,951-48-6500,undisclosed,2019-04-15
298-57-8571,760-28-3798,undisclosed,2019-09-19
232-35-2713,880-73-4101,undisclosed,2018-08-30
117-15-8272,582-57-4691,undisclosed,2021-11-03
695-51-4876,177-65-7736,undisclosed,2019-02-14
343-57-4193,274-71-2456,undisclosed,2021-05-21
522-31-3543,153-56-4455,undisclosed,2022-07-22
282-23-9949,210-10-4289,undisclosed,2020-03-27
781-12-4355,297-86-9380,undisclosed,2020-02-06
307-33-1319,642-22-9749,undisclosed,2021-06-25
184-89-2685,153-71-2973,undisclosed,2018-03-31
680-38-3523,403-48-8261,undisclosed,2021-03-17
136-31-6052,499-59-5816,undisclosed,2021-03-12
274-66-5230,308-41-7623,undisclosed,2022-07-26
287-79-1700,593-24-3804,undisclosed,2021-12-20
485-11-4883,911-71-9560,undisclosed,2018-08-23
433-47-7642,932-77-2595,undisclosed,2022-05-18
211-25-9537,636-59-7986,undisclosed,2021-09-28
271-25-3353,828-14-5037,undisclosed,2022-05-20
287-62-1841,191-98-2709,undisclosed,2018-06-10
559-62-5437,887-20-7262,undisclosed,2021-05-24
174-92-3371,736-77-5907,undisclosed,2021-05-19
225-96-4356,527-18-4185,undisclosed,2021-07-26
558-10-5382,402-58-5760,undisclosed,2022-04-20
729-33-9987,561-31-8767,undisclosed,2022-04-30
781-97-5914,801-35-4324,undisclosed,2019-08-26
849-78-4989,579-83-7041,undisclosed,2018-04-03
298-87-4433,155-82-3173,undisclosed,2019-05-11
627-59-2899,715-85-7151,undisclosed,2019-01-17
450-97-9002,730-80-4048,undisclosed,2019-01-28
760-77-6806,357-17-3662,undisclosed,2018-04-17
835-27-1065,617-26-6897,undisclosed,2020-05-28
161-21-4749,912-55-8192,undisclosed,2022-12-07
517-39-3007,330-53-5917,undisclosed,2021-06-16
821-85-2593,123-69-6137,undisclosed,2021-10-11
813-44-3203,639-80-6749,undisclosed,2020-03-12
218-40-3070,739-76-1554,undisclosed,2019-10-25
318-25-3634,113-45-3741,undisclosed,2020-06-09
203-59-5938,209-54-4141,undisclosed,2022-01-02
721-90-7265,506-86-8051,undisclosed,2018-09-15
786-66-1059,874-86-8331,undisclosed,2018-08-22
100-86-6166,970-82-8271,undisclosed,2021-04-24
162-99-9012,694-25-5293,undisclosed,2021-02-24
511-31-2760,764-63-3929,undisclosed,2018-12-08
366-68-3188,492-29-3532,undisclosed,2019-01-26
272-44-5666,644-64-5504,undisclosed,2019-10-23
713-37-9592,737-20-4963,undisclosed,2022-02-19
535-42-5449,814-59-3623,undisclosed,2022-04-02
710-15-6805,395-79-5335,undisclosed,2018-05-26
856-44-3202,872-51-8412,undisclosed,2021-12-25
257-95-8977,783-98-2005,undisclosed,2018-05-21
190-30-4194,253-82-8447,undisclosed,2020-02-19
440-30-4452,506-78-3160,undisclosed,2022-05-03
625-79-4475,707-22-4476,undisclosed,2021-04-02
942-25-8033,191-66-4543,undisclosed,2022-07-05
849-43-8508,464-26-8495,undisclosed,2019-11-08
643-66-5437,466-57-5732,undisclosed,2018-03-19
477-35-1489,848-29-4724,undisclosed,2019-02-18
536-25-9541,405-77-1023,undisclosed,2022-11-20
243-42-4407,937-25-4088,undisclosed,2020-11-19
857-34-3708,296-36-8594,undisclosed,2018-10-17
471-66-5429,473-62-6229,undisclosed,2020-03-11
415-83-7525,501-95-3607,undisclosed,2021-02-14
600-21-9260,515-30-6969,undisclosed,2019-10-17
872-35-8710,432-19-5731,undisclosed,2022-01-17
587-73-4337,157-63-8373,undisclosed,2021-10-25
417-14-6549,560-94-1705,undisclosed,2018-02-09
475-62-3947,479-68-1034,undisclosed,2020-11-18
368-71-9767,287-58-7306,undisclosed,2018-03-26
335-45-6692,586-77-1236,undisclosed,2018-04-28
943-95-4645,841-89-1217,undisclosed,2021-04-19
870-38-9130,115-38-8784,undisclosed,2018-09-12
997-96-5680,941-64-9890,undisclosed,2022-08-16
706-18-3558,935-85-9209,undisclosed,2020-08-01
225-32-3042,524-62-3336,undisclosed,2022-06-28
777-65-7374,744-77-6855,undisclosed,2021-04-10
644-55-5136,786-41-1539,undisclosed,2021-08-15
686-15-3207,474-20-7192,undisclosed,2020-05-28
996-57-1250,900-30-1456,undisclosed,2020-07-30
684-33-1423,622-61-8309,undisclosed,2021-12-12
426-99-8062,496-69-2880,undisclosed,2021-01-30
347-20-9426,243-93-8183,undisclosed,2022-03-18
344-21-1655,997-69-4408,undisclosed,2020-03-07
523-80-6718,218-20-9131,undisclosed,2018-08-24
607-27-7867,395-74-7036,undisclosed,2018-03-17
710-22-6810,329-63-8198,undisclosed,2021-12-02
295-50-3182,627-59-4982,undisclosed,2020-07-24
706-51-4746,275-79-1236,undisclosed,2022-12-07
293-75-1902,829-74-3428,undisclosed,2020-10-29
234-37-3589,756-58-7300,undisclosed,2018-11-08
627-47-4785,149-20-4210,undisclosed,2019-02-19
641-40-8028,150-82-2942,undisclosed,2021-12-22
838-87-9138,463-66-2843,undisclosed,2021-11-29
990-17-9521,778-35-5275,undisclosed,2020-07-07
659-35-7499,280-65-5337,undisclosed,2021-09-20
175-99-1531,247-27-8145,undisclosed,2020-11-20
787-66-7737,381-79-3245,undisclosed,2020-02-28
875-35-5404,436-52-2850,undisclosed,2021-08-20
545-72-4413,818-69-2393,undisclosed,2018-02-25
240-65-3416,697-41-4618,undisclosed,2021-10-05
866-39-2421,179-74-4885,undisclosed,2022-12-18
267-81-8305,169-84-8140,undisclosed,2019-01-23
604-78-1592,574-26-8647,undisclosed,2021-08-29
189-87-3005,956-31-3465,undisclosed,2021-09-27
148-39-7190,210-82-1466,undisclosed,2020-09-06
846-82-9170,430-26-5413,undisclosed,2018-04-24
472-63-8147,105-72-3015,undisclosed,2018-04-21
292-68-2241,500-39-2891,undisclosed,2019-01-08
953-58-3121,874-95-3709,undisclosed,2021-05-22
351-18-6440,461-17-4873,undisclosed,2020-09-26
390-93-2999,791-33-7526,undisclosed,2020-05-28
293-71-8067,911-42-6806,undisclosed,2020-09-05
713-48-8556,924-17-5370,undisclosed,2019-01-25
856-73-6462,169-79-6742,undisclosed,2022-08-26
258-67-6745,879-68-8174,undisclosed,2018-04-20
618-95-6729,696-37-2991,undisclosed,2018-04-15
954-11-5884,403-81-7289,undisclosed,2020-06-23
282-34-1687,669-78-3267,undisclosed,2022-04-24
106-30-3344,345-22-3192,undisclosed,2018-12-11
291-66-3524,814-67-8500,undisclosed,2022-11-22
921-44-7828,550-33-7015,undisclosed,2020-04-30
242-33-6795,104-63-3391,undisclosed,2019-10-28
936-74-2995,561-51-4375,undisclosed,2021-10-22
785-83-7404,393-91-5966,undisclosed,2021-03-08
421-73-4976,619-58-8898,undisclosed,2020-04-10
993-89-2261,605-70-9630,undisclosed,2019-05-28
227-13-2648,151-17-5119,undisclosed,2020-07-19
685-30-8782,572-48-1869,undisclosed,2019-11-05
119-83-2011,259-99-2368,undisclosed,2018-04-19
225-71-5162,258-43-8513,undisclosed,2020-03-14
577-20-8619,946-65-9874,undisclosed,2021-04-22
706-88-5299,814-63-3276,undisclosed,2018-03-06
340-56-9756,699-65-6014,undisclosed,2020-02-16
678-35-8339,825-30-5779,undisclosed,2021-08-12
678-69-6751,845-97-5248,undisclosed,2022-02-17
878-29-4727,714-45-1434,undisclosed,2020-03-02
646-15-7457,743-91-7541,undisclosed,2018-04-01
945-54-4749,477-89-2381,undisclosed,2021-03-03
184-29-8049,381-54-2411,undisclosed,2021-12-13
994-86-5731,801-69-9557,undisclosed,2018-10-16
146-11-6533,128-90-7696,undisclosed,2019-03-05
361-29-9934,881-43-7046,undisclosed,2021-10-20
574-95-4278,897-72-1457,undisclosed,2022-08-04
486-40-9616,639-77-6234,undisclosed,2020-03-17
524-48-6589,227-51-4506,undisclosed,2020-08-18
980-98-5904,761-32-1806,undisclosed,2019-01-14
846-34-3536,755-49-1868,undisclosed,2020-01-12
476-78-5161,280-62-3959,undisclosed,2020-02-09
158-17-3181,261-43-2931,undisclosed,2018-03-08
794-46-7466,289-19-4155,undisclosed,2020-04-06
775-28-9738,116-62-6860,undisclosed,2020-10-14
891-90-6175,812-15-4923,undisclosed,2021-05-10
735-61-3494,192-57-1810,undisclosed,2021-11-14
870-22-4097,446-43-1509,undisclosed,2021-06-16
930-60-4710,756-73-5341,undisclosed,2019-09-10
802-72-4052,968-67-9813,undisclosed,2022-12-03
954-88-2055,371-51-9715,undisclosed,2021-12-18
797-41-1183,977-66-1163,undisclosed,2021-05-30
770-46-2270,981-74-3021,undisclosed,2022-12-29
667-58-4264,740-27-7734,undisclosed,2021-11-04
775-82-3170,755-44-9222,undisclosed,2022-01-18
175-62-5589,724-25-9488,undisclosed,2022-06-30
877-71-2460,661-59-6951,undisclosed,2022-06-21
286-81-3440,544-20-6710,undisclosed,2022-02-05
412-94-3696,595-44-7258,undisclosed,2021-07-20
681-61-6079,279-72-3029,undisclosed,2022-05-05
196-88-4998,762-63-8398,undisclosed,2018-05-27
558-19-6981,184-28-6626,undisclosed,2020-12-08
291-45-5511,683-47-5233,undisclosed,2020-11-08
179-41-7686,960-14-7450,undisclosed,2020-03-02
754-19-3318,277-44-8132,undisclosed,2021-09-29
606-24-6164,717-62-6640,undisclosed,2018-03-08
667-73-8786,625-76-4273,undisclosed,2022-06-27
621-17-3476,543-24-3903,undisclosed,2020-09-29
